"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","ensembl_id","entrez_id"
1.29527697215418e-42,1.15734664602309,0.992,0.958,5.92148820590006e-38,"Radial Glia (Mixed)","ENSG00000234741.11-GAS5","ENSG00000234741","60674"
5.47334660432992e-42,2.24912275593016,0.79,0.521,2.50219513363547e-37,"Radial Glia (Mixed)","ENSG00000122884.13-P4HA1","ENSG00000122884","5033"
1.42470353618333e-39,2.65580766293633,0.546,0.216,6.51317468601572e-35,"Radial Glia (Mixed)","ENSG00000112715.26-VEGFA","ENSG00000112715","7422"
3.18538882313381e-38,0.871057558711304,1,0.993,1.45623235438385e-33,"Radial Glia (Mixed)","ENSG00000240972.2-MIF","ENSG00000240972","4282"
7.71012947024337e-38,1.88004373948421,0.798,0.586,3.52476278861646e-33,"Radial Glia (Mixed)","ENSG00000115457.10-IGFBP2","ENSG00000115457","3485"
7.71012947024337e-38,1.88004373948421,0.798,0.586,3.52476278861646e-33,"Radial Glia (Mixed)","ENSG00000115457.10-IGFBP2","ENSG00000115457","3485"
8.73393497593531e-38,1.75475734362823,0.941,0.845,3.99280571359859e-33,"Radial Glia (Mixed)","ENSG00000102144.15-PGK1","ENSG00000102144","5230"
2.35141636861992e-35,2.060933014322,0.824,0.658,1.07497350707828e-30,"Radial Glia (Mixed)","ENSG00000176171.12-BNIP3","ENSG00000176171","664"
2.38057698316801e-35,2.18803450102593,0.601,0.283,1.08830457362509e-30,"Radial Glia (Mixed)","ENSG00000172667.11-ZMAT3","ENSG00000172667","64393"
6.9588465660401e-35,2.59135125774131,0.567,0.252,3.18130629613089e-30,"Radial Glia (Mixed)","ENSG00000152256.14-PDK1","ENSG00000152256","5163"
7.76960423741586e-35,2.96636942154813,0.29,0.06,3.55195227317704e-30,"Radial Glia (Mixed)","ENSG00000302099.1-ENSG00000302099","ENSG00000302099",NA
1.58289724024736e-34,1.82006855776119,0.824,0.624,7.23637302351483e-30,"Radial Glia (Mixed)","ENSG00000105220.17-GPI","ENSG00000105220","2821"
1.71157107776964e-34,1.04038234781704,0.975,0.905,7.82461833913168e-30,"Radial Glia (Mixed)","ENSG00000111669.15-TPI1","ENSG00000111669","7167"
1.71157107776964e-34,1.04038234781704,0.975,0.905,7.82461833913168e-30,"Radial Glia (Mixed)","ENSG00000111669.15-TPI1","ENSG00000111669","7167"
2.66824942831552e-34,3.16202930786782,0.269,0.053,1.21981690864873e-29,"Radial Glia (Mixed)","ENSG00000302118.1-ENSG00000302118","ENSG00000302118",NA
5.23315314811402e-33,1.03638171963373,0.958,0.972,2.39238829319181e-28,"Radial Glia (Mixed)","ENSG00000109046.15-WSB1","ENSG00000109046","26118"
1.45417374209306e-31,2.48089271565968,0.357,0.102,6.64790067935265e-27,"Radial Glia (Mixed)","ENSG00000109107.14-ALDOC","ENSG00000109107","230"
3.02864485606393e-31,4.09256525332617,0.122,0.008,1.38457528239819e-26,"Radial Glia (Mixed)","ENSG00000281832.2-LINC00602","ENSG00000281832","441177"
9.30035930549768e-31,1.06076923452507,0.882,0.711,4.25175226010132e-26,"Radial Glia (Mixed)","ENSG00000100814.19-CCNB1IP1","ENSG00000100814","57820"
9.30035930549768e-31,1.06076923452507,0.882,0.711,4.25175226010132e-26,"Radial Glia (Mixed)","ENSG00000100814.19-CCNB1IP1","ENSG00000100814","57820"
1.29784405849087e-30,1.52392910155352,0.697,0.384,5.93322389779688e-26,"Radial Glia (Mixed)","ENSG00000181690.8-PLAG1","ENSG00000181690","5324"
1.29784405849087e-30,1.52392910155352,0.697,0.384,5.93322389779688e-26,"Radial Glia (Mixed)","ENSG00000181690.8-PLAG1","ENSG00000181690","5324"
1.29784405849087e-30,1.52392910155352,0.697,0.384,5.93322389779688e-26,"Radial Glia (Mixed)","ENSG00000181690.8-PLAG1","ENSG00000181690","5324"
2.61607286977549e-30,2.56933405319291,0.429,0.157,1.19596387314656e-25,"Radial Glia (Mixed)","ENSG00000205129.9-CFAP96","ENSG00000205129","441054"
2.61607286977549e-30,2.56933405319291,0.429,0.157,1.19596387314656e-25,"Radial Glia (Mixed)","ENSG00000205129.9-CFAP96","ENSG00000205129","441054"
1.16304043251523e-29,2.20307708459064,0.643,0.375,5.31695564128662e-25,"Radial Glia (Mixed)","ENSG00000125629.16-INSIG2","ENSG00000125629","51141"
3.43827226534984e-29,1.30771231591778,0.807,0.569,1.57184054882733e-24,"Radial Glia (Mixed)","ENSG00000188647.13-PTAR1","ENSG00000188647","375743"
3.43827226534984e-29,1.30771231591778,0.807,0.569,1.57184054882733e-24,"Radial Glia (Mixed)","ENSG00000188647.13-PTAR1","ENSG00000188647","375743"
3.57868314296855e-29,2.23326789404759,0.433,0.16,1.6360307856395e-24,"Radial Glia (Mixed)","ENSG00000272870.5-SAP30-DT","ENSG00000272870","105377540"
3.57868314296855e-29,2.23326789404759,0.433,0.16,1.6360307856395e-24,"Radial Glia (Mixed)","ENSG00000272870.5-SAP30-DT","ENSG00000272870","105377540"
7.02049150474939e-29,2.74306171686951,0.231,0.045,3.20948789631123e-24,"Radial Glia (Mixed)","ENSG00000224391.2-LINC01280","ENSG00000224391",NA
8.26435632959892e-29,1.67515607672186,0.664,0.365,3.77813313963944e-24,"Radial Glia (Mixed)","ENSG00000120889.13-TNFRSF10B","ENSG00000120889","8795"
8.26435632959892e-29,1.67515607672186,0.664,0.365,3.77813313963944e-24,"Radial Glia (Mixed)","ENSG00000120889.13-TNFRSF10B","ENSG00000120889","8795"
9.36039448418851e-29,3.33001813138404,0.311,0.086,4.27919794239162e-24,"Radial Glia (Mixed)","ENSG00000154175.19-ABI3BP","ENSG00000154175","25890"
1.10160708839174e-27,0.759828476255428,1,0.999,5.03610696529168e-23,"Radial Glia (Mixed)","ENSG00000105372.8-RPS19","ENSG00000105372","6223"
1.10160708839174e-27,0.759828476255428,1,0.999,5.03610696529168e-23,"Radial Glia (Mixed)","ENSG00000105372.8-RPS19","ENSG00000105372","6223"
1.10160708839174e-27,0.759828476255428,1,0.999,5.03610696529168e-23,"Radial Glia (Mixed)","ENSG00000105372.8-RPS19","ENSG00000105372","6223"
3.10216306345101e-27,2.91249261855268,0.172,0.025,1.41818486608726e-22,"Radial Glia (Mixed)","ENSG00000302136.1-ENSG00000302136","ENSG00000302136",NA
6.17066654318991e-27,1.01925149214114,0.95,0.922,2.8209819168847e-22,"Radial Glia (Mixed)","ENSG00000104765.16-BNIP3L","ENSG00000104765","665"
1.46923583843081e-26,3.00582311552595,0.244,0.055,6.71675855897028e-22,"Radial Glia (Mixed)","ENSG00000204520.14-MICA","ENSG00000204520","100507436"
1.46923583843081e-26,3.00582311552595,0.244,0.055,6.71675855897028e-22,"Radial Glia (Mixed)","ENSG00000204520.14-MICA","ENSG00000204520","100507436"
1.50556848826488e-26,2.47988284461104,0.345,0.109,6.88285690095174e-22,"Radial Glia (Mixed)","ENSG00000111907.21-TPD52L1","ENSG00000111907","7164"
1.50556848826488e-26,2.47988284461104,0.345,0.109,6.88285690095174e-22,"Radial Glia (Mixed)","ENSG00000111907.21-TPD52L1","ENSG00000111907","7164"
2.11497141807656e-26,2.4981324867228,0.269,0.068,9.66880333487881e-22,"Radial Glia (Mixed)","ENSG00000131080.15-EDA2R","ENSG00000131080","60401"
2.12257255488752e-26,3.19052601862918,0.16,0.022,9.70355269192376e-22,"Radial Glia (Mixed)","ENSG00000173530.6-TNFRSF10D","ENSG00000173530","8793"
2.98392586477899e-26,3.36600285041989,0.189,0.032,1.36413154834236e-21,"Radial Glia (Mixed)","ENSG00000113739.11-STC2","ENSG00000113739","8614"
4.21790675023901e-26,0.663326739094819,1,0.996,1.92825824993927e-21,"Radial Glia (Mixed)","ENSG00000177954.14-RPS27","ENSG00000177954","6232"
4.21790675023901e-26,0.663326739094819,1,0.996,1.92825824993927e-21,"Radial Glia (Mixed)","ENSG00000177954.14-RPS27","ENSG00000177954","6232"
4.8325083871565e-26,0.949326896097354,0.992,0.958,2.20922953427247e-21,"Radial Glia (Mixed)","ENSG00000026025.16-VIM","ENSG00000026025","7431"
4.8325083871565e-26,0.949326896097354,0.992,0.958,2.20922953427247e-21,"Radial Glia (Mixed)","ENSG00000026025.16-VIM","ENSG00000026025","7431"
4.8325083871565e-26,0.949326896097354,0.992,0.958,2.20922953427247e-21,"Radial Glia (Mixed)","ENSG00000026025.16-VIM","ENSG00000026025","7431"
1.16732519313033e-25,1.04381219894211,0.95,0.917,5.33654385291462e-21,"Radial Glia (Mixed)","ENSG00000125462.21-MIR9-1HG","ENSG00000125462","10485"
1.16732519313033e-25,1.04381219894211,0.95,0.917,5.33654385291462e-21,"Radial Glia (Mixed)","ENSG00000125462.21-MIR9-1HG","ENSG00000125462","10485"
1.97869506739441e-25,0.850011068759339,0.992,0.983,9.04580237010027e-21,"Radial Glia (Mixed)","ENSG00000177410.14-ZFAS1","ENSG00000177410","441951"
2.19306060259813e-25,1.87722206158421,0.584,0.316,1.00257958508376e-20,"Radial Glia (Mixed)","ENSG00000134574.12-DDB2","ENSG00000134574","1643"
2.47776543276801e-25,3.45420075226374,0.265,0.07,1.13273524524422e-20,"Radial Glia (Mixed)","ENSG00000237768.2-ENSG00000237768.2","ENSG00000237768",NA
3.69310145005102e-25,2.2647274489169,0.298,0.085,1.68833825890533e-20,"Radial Glia (Mixed)","ENSG00000124762.15-CDKN1A","ENSG00000124762","1026"
3.69310145005102e-25,2.2647274489169,0.298,0.085,1.68833825890533e-20,"Radial Glia (Mixed)","ENSG00000124762.15-CDKN1A","ENSG00000124762","1026"
4.93362270060239e-25,0.677814592595605,1,0.999,2.25545495380739e-20,"Radial Glia (Mixed)","ENSG00000265681.8-RPL17","ENSG00000265681","6139"
4.93362270060239e-25,0.677814592595605,1,0.999,2.25545495380739e-20,"Radial Glia (Mixed)","ENSG00000265681.8-RPL17","ENSG00000265681","6139"
6.88023305676183e-25,2.32978360963213,0.462,0.206,3.14536734422924e-20,"Radial Glia (Mixed)","ENSG00000159399.10-HK2","ENSG00000159399","3099"
6.88023305676183e-25,2.32978360963213,0.462,0.206,3.14536734422924e-20,"Radial Glia (Mixed)","ENSG00000159399.10-HK2","ENSG00000159399","3099"
7.48868096981981e-25,0.655064381427227,1,0.997,3.42352539216282e-20,"Radial Glia (Mixed)","ENSG00000163682.17-RPL9","ENSG00000163682","6133"
9.23044586976391e-25,2.34395885661491,0.525,0.273,4.21979063382127e-20,"Radial Glia (Mixed)","ENSG00000117394.24-SLC2A1","ENSG00000117394","6513"
1.04838434657421e-24,0.529807429630645,1,0.998,4.79279387879867e-20,"Radial Glia (Mixed)","ENSG00000181163.14-NPM1","ENSG00000181163","4869"
1.04838434657421e-24,0.529807429630645,1,0.998,4.79279387879867e-20,"Radial Glia (Mixed)","ENSG00000181163.14-NPM1","ENSG00000181163","4869"
1.52314955275061e-24,1.84805254211874,0.718,0.516,6.96323049535471e-20,"Radial Glia (Mixed)","ENSG00000164434.12-FABP7","ENSG00000164434","2173"
1.52314955275061e-24,1.84805254211874,0.718,0.516,6.96323049535471e-20,"Radial Glia (Mixed)","ENSG00000164434.12-FABP7","ENSG00000164434","2173"
1.52314955275061e-24,1.84805254211874,0.718,0.516,6.96323049535471e-20,"Radial Glia (Mixed)","ENSG00000164434.12-FABP7","ENSG00000164434","2173"
2.1529492922636e-24,0.611496140205759,1,0.999,9.84242298451227e-20,"Radial Glia (Mixed)","ENSG00000147604.14-RPL7","ENSG00000147604","6129"
3.99441794399233e-24,0.653571998278558,1,0.999,1.82608810727553e-19,"Radial Glia (Mixed)","ENSG00000231500.7-RPS18","ENSG00000231500","6222"
3.99441794399233e-24,0.653571998278558,1,0.999,1.82608810727553e-19,"Radial Glia (Mixed)","ENSG00000231500.7-RPS18","ENSG00000231500","6222"
4.93354537029694e-24,0.595081558509388,1,0.999,2.25541960148495e-19,"Radial Glia (Mixed)","ENSG00000122406.14-RPL5","ENSG00000122406","6125"
5.31006931868958e-24,0.573728157985681,1,0.998,2.42755128973213e-19,"Radial Glia (Mixed)","ENSG00000197756.10-RPL37A","ENSG00000197756","6168"
8.18558146152864e-24,0.632412748138106,1,1,3.74212042095243e-19,"Radial Glia (Mixed)","ENSG00000145425.10-RPS3A","ENSG00000145425","6189"
2.09203440400291e-23,0.622709938170653,0.983,0.989,9.56394448133971e-19,"Radial Glia (Mixed)","ENSG00000104408.11-EIF3E","ENSG00000104408","3646"
2.09203440400291e-23,0.622709938170653,0.983,0.989,9.56394448133971e-19,"Radial Glia (Mixed)","ENSG00000104408.11-EIF3E","ENSG00000104408","3646"
2.1437652339431e-23,0.656632179432621,1,0.992,9.80043714349426e-19,"Radial Glia (Mixed)","ENSG00000116251.11-RPL22","ENSG00000116251","6146"
6.87062866018208e-23,0.680643155642924,0.996,0.997,3.14097659828884e-18,"Radial Glia (Mixed)","ENSG00000198918.8-RPL39","ENSG00000198918","6170"
7.2009813407877e-23,1.37461492284328,0.777,0.599,3.29200062975451e-18,"Radial Glia (Mixed)","ENSG00000144749.14-LRIG1","ENSG00000144749","26018"
7.2009813407877e-23,1.37461492284328,0.777,0.599,3.29200062975451e-18,"Radial Glia (Mixed)","ENSG00000144749.14-LRIG1","ENSG00000144749","26018"
7.2009813407877e-23,1.37461492284328,0.777,0.599,3.29200062975451e-18,"Radial Glia (Mixed)","ENSG00000144749.14-LRIG1","ENSG00000144749","26018"
8.52248840328786e-23,0.526974040827596,1,0.999,3.89614079844708e-18,"Radial Glia (Mixed)","ENSG00000100316.16-RPL3","ENSG00000100316","6122"
1.0167519942812e-22,0.559092112099614,1,1,4.64818341705594e-18,"Radial Glia (Mixed)","ENSG00000142541.18-RPL13A","ENSG00000142541","23521"
1.0167519942812e-22,0.559092112099614,1,1,4.64818341705594e-18,"Radial Glia (Mixed)","ENSG00000142541.18-RPL13A","ENSG00000142541","23521"
2.26115476950598e-22,1.54330071966238,0.525,0.268,1.03370951442735e-17,"Radial Glia (Mixed)","ENSG00000092758.18-COL9A3","ENSG00000092758","1299"
2.26115476950598e-22,1.54330071966238,0.525,0.268,1.03370951442735e-17,"Radial Glia (Mixed)","ENSG00000092758.18-COL9A3","ENSG00000092758","1299"
2.45324718347111e-22,1.90381526086064,0.479,0.218,1.12152648239565e-17,"Radial Glia (Mixed)","ENSG00000186314.12-PRELID2","ENSG00000186314","153768"
2.45324718347111e-22,1.90381526086064,0.479,0.218,1.12152648239565e-17,"Radial Glia (Mixed)","ENSG00000186314.12-PRELID2","ENSG00000186314","153768"
2.45324718347111e-22,1.90381526086064,0.479,0.218,1.12152648239565e-17,"Radial Glia (Mixed)","ENSG00000186314.12-PRELID2","ENSG00000186314","153768"
2.56771142095513e-22,0.634445224110957,1,0.996,1.17385495320385e-17,"Radial Glia (Mixed)","ENSG00000293320.1-ENSG00000293320","ENSG00000293320",NA
3.43389176552428e-22,1.07399798356491,0.777,0.544,1.56983795952708e-17,"Radial Glia (Mixed)","ENSG00000069188.17-SDK2","ENSG00000069188","54549"
3.43389176552428e-22,1.07399798356491,0.777,0.544,1.56983795952708e-17,"Radial Glia (Mixed)","ENSG00000069188.17-SDK2","ENSG00000069188","54549"
3.43389176552428e-22,1.07399798356491,0.777,0.544,1.56983795952708e-17,"Radial Glia (Mixed)","ENSG00000069188.17-SDK2","ENSG00000069188","54549"
4.85196794076674e-22,0.598522977694731,1,1,2.21812566380092e-17,"Radial Glia (Mixed)","ENSG00000251562.12-MALAT1","ENSG00000251562","378938"
5.57846436986021e-22,3.12513972058991,0.181,0.036,2.55025077132529e-17,"Radial Glia (Mixed)","ENSG00000173157.18-ADAMTS20","ENSG00000173157","80070"
7.15569017988703e-22,2.30920119913937,0.387,0.16,3.27129532263715e-17,"Radial Glia (Mixed)","ENSG00000114268.12-PFKFB4","ENSG00000114268","5210"
7.34046793260493e-22,1.66382825738251,0.601,0.339,3.35576832006967e-17,"Radial Glia (Mixed)","ENSG00000249859.15-PVT1","ENSG00000249859","5820"
7.34046793260493e-22,1.66382825738251,0.601,0.339,3.35576832006967e-17,"Radial Glia (Mixed)","ENSG00000249859.15-PVT1","ENSG00000249859","5820"
7.75358403754406e-22,1.64897730874812,0.513,0.261,3.54462847860364e-17,"Radial Glia (Mixed)","ENSG00000130702.15-LAMA5","ENSG00000130702","3911"
7.75358403754406e-22,1.64897730874812,0.513,0.261,3.54462847860364e-17,"Radial Glia (Mixed)","ENSG00000130702.15-LAMA5","ENSG00000130702","3911"
9.06559254236422e-22,0.784742968398386,0.979,0.936,4.14442628666723e-17,"Radial Glia (Mixed)","ENSG00000245910.10-SNHG6","ENSG00000245910",NA
1.89374381817315e-21,1.08187890309163,0.937,0.849,8.65743923916039e-17,"Radial Glia (Mixed)","ENSG00000185088.14-RPS27L","ENSG00000185088","51065"
1.89374381817315e-21,1.08187890309163,0.937,0.849,8.65743923916039e-17,"Radial Glia (Mixed)","ENSG00000185088.14-RPS27L","ENSG00000185088","51065"
3.713058109233e-21,1.668344395878,0.517,0.271,1.69746164521696e-16,"Radial Glia (Mixed)","ENSG00000067057.19-PFKP","ENSG00000067057","5214"
3.713058109233e-21,1.668344395878,0.517,0.271,1.69746164521696e-16,"Radial Glia (Mixed)","ENSG00000067057.19-PFKP","ENSG00000067057","5214"
4.76579990998349e-21,0.639602211068959,0.996,0.996,2.17873308684805e-16,"Radial Glia (Mixed)","ENSG00000105193.9-RPS16","ENSG00000105193","6217"
4.76579990998349e-21,0.639602211068959,0.996,0.996,2.17873308684805e-16,"Radial Glia (Mixed)","ENSG00000105193.9-RPS16","ENSG00000105193","6217"
6.93606230549655e-21,0.86245612677884,0.933,0.925,3.1708902435808e-16,"Radial Glia (Mixed)","ENSG00000247828.11-TMEM161B-DT","ENSG00000247828","100505894"
6.93606230549655e-21,0.86245612677884,0.933,0.925,3.1708902435808e-16,"Radial Glia (Mixed)","ENSG00000247828.11-TMEM161B-DT","ENSG00000247828","100505894"
7.80116356681483e-21,0.573944473917224,1,0.999,3.56637993620507e-16,"Radial Glia (Mixed)","ENSG00000105640.13-RPL18A","ENSG00000105640","6142"
8.77589550188876e-21,1.84489290949845,0.483,0.237,4.01198838764347e-16,"Radial Glia (Mixed)","ENSG00000105877.19-DNAH11","ENSG00000105877","8701"
8.77589550188876e-21,1.84489290949845,0.483,0.237,4.01198838764347e-16,"Radial Glia (Mixed)","ENSG00000105877.19-DNAH11","ENSG00000105877","8701"
1.51760983838962e-20,0.518417834580017,1,0.999,6.93790513718197e-16,"Radial Glia (Mixed)","ENSG00000182774.13-RPS17","ENSG00000182774","6218"
1.51761046777098e-20,0.6042882974801,1,0.999,6.93790801446181e-16,"Radial Glia (Mixed)","ENSG00000138326.21-RPS24","ENSG00000138326","6229"
2.50650148362905e-20,1.40572014579024,0.702,0.517,1.14587221825586e-15,"Radial Glia (Mixed)","ENSG00000269893.11-SNHG8","ENSG00000269893","100093630"
2.78694115227221e-20,2.05427317975075,0.261,0.075,1.27407801717276e-15,"Radial Glia (Mixed)","ENSG00000163288.14-GABRB1","ENSG00000163288","2560"
3.16677036663972e-20,1.45656352357827,0.668,0.466,1.44772074081301e-15,"Radial Glia (Mixed)","ENSG00000047662.5-FAM184B","ENSG00000047662","27146"
3.55781980456846e-20,0.588096892193533,1,0.998,1.62649290185652e-15,"Radial Glia (Mixed)","ENSG00000164587.13-RPS14","ENSG00000164587","6208"
4.84304893580384e-20,2.22069130342157,0.357,0.146,2.21404825149208e-15,"Radial Glia (Mixed)","ENSG00000196968.11-FUT11","ENSG00000196968","170384"
6.73378401826446e-20,0.578498644848034,0.996,0.988,3.07841670178978e-15,"Radial Glia (Mixed)","ENSG00000071082.11-RPL31","ENSG00000071082","6160"
9.35801386332278e-20,0.732253424408088,0.992,0.984,4.27810961775664e-15,"Radial Glia (Mixed)","ENSG00000241343.10-RPL36A","ENSG00000241343","6173"
9.87111319589671e-20,1.47011109679778,0.567,0.314,4.51267810863614e-15,"Radial Glia (Mixed)","ENSG00000182256.13-GABRG3","ENSG00000182256","2567"
9.87111319589671e-20,1.47011109679778,0.567,0.314,4.51267810863614e-15,"Radial Glia (Mixed)","ENSG00000182256.13-GABRG3","ENSG00000182256","2567"
1.15376687191818e-19,3.4983853064321,0.151,0.028,5.27456063166116e-15,"Radial Glia (Mixed)","ENSG00000134107.5-BHLHE40","ENSG00000134107","8553"
1.76743099783295e-19,2.8692144303698,0.227,0.063,8.07998754969311e-15,"Radial Glia (Mixed)","ENSG00000244342.6-LINC00698","ENSG00000244342","285401"
1.76743099783295e-19,2.8692144303698,0.227,0.063,8.07998754969311e-15,"Radial Glia (Mixed)","ENSG00000244342.6-LINC00698","ENSG00000244342","285401"
1.77243848220739e-19,0.628979493334277,0.987,0.987,8.10287976525929e-15,"Radial Glia (Mixed)","ENSG00000171858.18-RPS21","ENSG00000171858","6227"
2.28567499496284e-19,0.549451111333274,1,0.999,1.04491918069721e-14,"Radial Glia (Mixed)","ENSG00000143947.15-RPS27A","ENSG00000143947","6233"
2.28567499496284e-19,0.549451111333274,1,0.999,1.04491918069721e-14,"Radial Glia (Mixed)","ENSG00000143947.15-RPS27A","ENSG00000143947","6233"
2.44766944886829e-19,1.91651767597505,0.412,0.187,1.11897656524463e-14,"Radial Glia (Mixed)","ENSG00000231721.9-LINC-PINT","ENSG00000231721","378805"
2.71359164275701e-19,0.552346173518494,1,0.999,1.24054555540279e-14,"Radial Glia (Mixed)","ENSG00000196531.14-NACA","ENSG00000196531","4666"
3.38917686156176e-19,0.592594051945882,1,0.998,1.54939609403157e-14,"Radial Glia (Mixed)","ENSG00000134419.15-RPS15A","ENSG00000134419","6210"
3.94557197304631e-19,1.97768248843196,0.395,0.182,1.80375768319785e-14,"Radial Glia (Mixed)","ENSG00000105327.18-BBC3","ENSG00000105327","27113"
4.06616180134471e-19,1.98517859785399,0.311,0.112,1.85888652910275e-14,"Radial Glia (Mixed)","ENSG00000174307.7-PHLDA3","ENSG00000174307","23612"
5.66022247949728e-19,0.577794411952922,1,0.997,2.58762730872698e-14,"Radial Glia (Mixed)","ENSG00000109475.18-RPL34","ENSG00000109475","6164"
6.67811232638625e-19,1.49364736650745,0.563,0.318,3.05296583113074e-14,"Radial Glia (Mixed)","ENSG00000060718.22-COL11A1","ENSG00000060718","1301"
6.67811232638625e-19,1.49364736650745,0.563,0.318,3.05296583113074e-14,"Radial Glia (Mixed)","ENSG00000060718.22-COL11A1","ENSG00000060718","1301"
6.67811232638625e-19,1.49364736650745,0.563,0.318,3.05296583113074e-14,"Radial Glia (Mixed)","ENSG00000060718.22-COL11A1","ENSG00000060718","1301"
8.99886446745571e-19,1.37200713562658,0.643,0.447,4.11392087994205e-14,"Radial Glia (Mixed)","ENSG00000135245.10-HILPDA","ENSG00000135245","29923"
1.2657511948218e-18,1.15056156959348,0.697,0.458,5.78650816224736e-14,"Radial Glia (Mixed)","ENSG00000145794.17-MEGF10","ENSG00000145794","84466"
1.2657511948218e-18,1.15056156959348,0.697,0.458,5.78650816224736e-14,"Radial Glia (Mixed)","ENSG00000145794.17-MEGF10","ENSG00000145794","84466"
1.2657511948218e-18,1.15056156959348,0.697,0.458,5.78650816224736e-14,"Radial Glia (Mixed)","ENSG00000145794.17-MEGF10","ENSG00000145794","84466"
1.27724258970213e-18,1.0620439807245,0.819,0.699,5.83904222308226e-14,"Radial Glia (Mixed)","ENSG00000112249.14-ASCC3","ENSG00000112249","10973"
1.27724258970213e-18,1.0620439807245,0.819,0.699,5.83904222308226e-14,"Radial Glia (Mixed)","ENSG00000112249.14-ASCC3","ENSG00000112249","10973"
1.32459835504266e-18,0.570801266514045,1,0.999,6.05553383991301e-14,"Radial Glia (Mixed)","ENSG00000156482.11-RPL30","ENSG00000156482","6156"
1.81275545935157e-18,0.65399610236147,0.966,0.952,8.28719285797166e-14,"Radial Glia (Mixed)","ENSG00000166689.18-PLEKHA7","ENSG00000166689","144100"
2.1637007287288e-18,1.53484059277597,0.597,0.384,9.8915742514566e-14,"Radial Glia (Mixed)","ENSG00000173258.13-ZNF483","ENSG00000173258","158399"
5.23049149732183e-18,1.28460747909266,0.811,0.661,2.39117149291565e-13,"Radial Glia (Mixed)","ENSG00000099194.6-SCD","ENSG00000099194","6319"
5.26618530394087e-18,0.539649557162348,0.996,0.982,2.40748927354961e-13,"Radial Glia (Mixed)","ENSG00000213741.11-RPS29","ENSG00000213741","6235"
6.27066015133062e-18,0.597336663289314,1,0.998,2.86669499478231e-13,"Radial Glia (Mixed)","ENSG00000142937.12-RPS8","ENSG00000142937","6202"
8.92798156561935e-18,1.05972434191862,0.723,0.547,4.08151605253854e-13,"Radial Glia (Mixed)","ENSG00000170370.12-EMX2","ENSG00000170370","2018"
8.92798156561935e-18,1.05972434191862,0.723,0.547,4.08151605253854e-13,"Radial Glia (Mixed)","ENSG00000170370.12-EMX2","ENSG00000170370","2018"
8.92798156561935e-18,1.05972434191862,0.723,0.547,4.08151605253854e-13,"Radial Glia (Mixed)","ENSG00000170370.12-EMX2","ENSG00000170370","2018"
1.16513183363181e-17,2.86826724242117,0.13,0.023,5.32651669063119e-13,"Radial Glia (Mixed)","ENSG00000288587.1-ENSG00000288587.1","ENSG00000288587",NA
1.18769490191012e-17,1.75446846774724,0.429,0.215,5.4296660135723e-13,"Radial Glia (Mixed)","ENSG00000145901.17-TNIP1","ENSG00000145901","10318"
1.18769490191012e-17,1.75446846774724,0.429,0.215,5.4296660135723e-13,"Radial Glia (Mixed)","ENSG00000145901.17-TNIP1","ENSG00000145901","10318"
1.57466325353743e-17,0.960047889424147,0.878,0.802,7.19873052987169e-13,"Radial Glia (Mixed)","ENSG00000196604.13-POTEF","ENSG00000196604","728378"
2.59959647549642e-17,3.38140437013538,0.206,0.06,1.18843152473794e-12,"Radial Glia (Mixed)","ENSG00000185633.11-NDUFA4L2","ENSG00000185633","56901"
